algorithm,n,procs,repeat,time_seconds,reconstruction_error,residual
lu_hilbert_column_pivot,100,4,3,0.00043290000030538067,1.2426690513023602e-16,2.3847816508855553e-14
lu_hilbert_column_pivot,100,4,4,0.00040739999894867651,1.2426690513023602e-16,2.3847816508855553e-14
lu_hilbert_column_pivot,100,4,5,0.0004085000000486616,1.2426690513023602e-16,2.3847816508855553e-14
lu_hilbert_column_pivot,100,8,1,0.0028851999995822553,1.2426690513023594e-16,2.3847816508855553e-14
lu_hilbert_column_pivot,100,8,2,0.00083140000060666353,1.2426690513023594e-16,2.3847816508855553e-14
lu_hilbert_column_pivot,100,8,3,0.00072359999830950983,1.2426690513023594e-16,2.3847816508855553e-14
lu_hilbert_column_pivot,100,8,4,0.00069240000084391795,1.2426690513023594e-16,2.3847816508855553e-14
lu_hilbert_column_pivot,100,8,5,0.00059049999981652945,1.2426690513023594e-16,2.3847816508855553e-14
lu_hilbert_column_pivot,500,1,1,0.012314200001128484,2.4925745698742328e-16,2.240200549621816e-14
lu_hilbert_column_pivot,500,1,2,0.011184099999809405,2.4925745698742328e-16,2.240200549621816e-14
lu_hilbert_column_pivot,500,1,3,0.011489399999845773,2.4925745698742328e-16,2.240200549621816e-14
lu_hilbert_column_pivot,500,1,4,0.0120031000005838,2.4925745698742328e-16,2.240200549621816e-14
lu_hilbert_column_pivot,500,1,5,0.01117300000260002,2.4925745698742328e-16,2.240200549621816e-14
lu_hilbert_column_pivot,500,2,1,0.0077061000010871794,2.4925745698744398e-16,2.240200549621816e-14
lu_hilbert_column_pivot,500,2,2,0.0078284999981406145,2.4925745698744398e-16,2.240200549621816e-14
lu_hilbert_column_pivot,500,2,3,0.0098585000014281832,2.4925745698744398e-16,2.240200549621816e-14
lu_hilbert_column_pivot,500,2,4,0.012361999997665407,2.4925745698744398e-16,2.240200549621816e-14
lu_hilbert_column_pivot,500,2,5,0.0098197000006621238,2.4925745698744398e-16,2.240200549621816e-14
lu_hilbert_column_pivot,500,4,1,0.0080549000012979377,2.4925745698744413e-16,2.2402005496218144e-14
lu_hilbert_column_pivot,500,4,2,0.0072894000004453119,2.4925745698744413e-16,2.2402005496218144e-14
lu_hilbert_column_pivot,500,4,3,0.0052152999996906146,2.4925745698744413e-16,2.2402005496218144e-14
lu_hilbert_column_pivot,500,4,4,0.0074348999987705611,2.4925745698744413e-16,2.2402005496218144e-14
lu_hilbert_column_pivot,500,4,5,0.0074218000008841045,2.4925745698744413e-16,2.2402005496218144e-14
lu_hilbert_column_pivot,500,8,1,0.016231699999480043,2.4925745698745572e-16,2.240200549621815e-14
lu_hilbert_column_pivot,500,8,2,0.010109400001965696,2.4925745698745572e-16,2.240200549621815e-14
lu_hilbert_column_pivot,500,8,3,0.0075591999993775971,2.4925745698745572e-16,2.240200549621815e-14
lu_hilbert_column_pivot,500,8,4,0.0075918000002275221,2.4925745698745572e-16,2.240200549621815e-14
lu_hilbert_column_pivot,500,8,5,0.0075499000013223849,2.4925745698745572e-16,2.240200549621815e-14
lu_hilbert_column_pivot,1000,1,1,0.10488940000141156,3.3416897466559062e-16,1.1919561976406935e-14
lu_hilbert_column_pivot,1000,1,2,0.10068429999955697,3.3416897466559062e-16,1.1919561976406935e-14
lu_hilbert_column_pivot,1000,1,3,0.10053849999894737,3.3416897466559062e-16,1.1919561976406935e-14
lu_hilbert_column_pivot,1000,1,4,0.10455269999874872,3.3416897466559062e-16,1.1919561976406935e-14
lu_hilbert_column_pivot,1000,1,5,0.099192100002255756,3.3416897466559062e-16,1.1919561976406935e-14
lu_hilbert_column_pivot,1000,2,1,0.060511300001962809,3.3416897466563189e-16,1.1919561976406972e-14
lu_hilbert_column_pivot,1000,2,2,0.059476700000232086,3.3416897466563189e-16,1.1919561976406972e-14
lu_hilbert_column_pivot,1000,2,3,0.064021099999081343,3.3416897466563189e-16,1.1919561976406972e-14
lu_hilbert_column_pivot,1000,2,4,0.067780700002913363,3.3416897466563189e-16,1.1919561976406972e-14
lu_hilbert_column_pivot,1000,2,5,0.05710940000062692,3.3416897466563189e-16,1.1919561976406972e-14
lu_hilbert_column_pivot,1000,4,1,0.059631399999489076,3.3416897466567538e-16,1.1919561976406954e-14
lu_hilbert_column_pivot,1000,4,2,0.052203200000803918,3.3416897466567538e-16,1.1919561976406954e-14
lu_hilbert_column_pivot,1000,4,3,0.053786299999046605,3.3416897466567538e-16,1.1919561976406954e-14
lu_hilbert_column_pivot,1000,4,4,0.06030549999923096,3.3416897466567538e-16,1.1919561976406954e-14
lu_hilbert_column_pivot,1000,4,5,0.043406699998740805,3.3416897466567538e-16,1.1919561976406954e-14
lu_hilbert_column_pivot,1000,8,1,0.057867700001224875,3.3416897466571265e-16,1.1919561976406957e-14
lu_hilbert_column_pivot,1000,8,2,0.052826700000878191,3.3416897466571265e-16,1.1919561976406957e-14
lu_hilbert_column_pivot,1000,8,3,0.053023899999971036,3.3416897466571265e-16,1.1919561976406957e-14
lu_hilbert_column_pivot,1000,8,4,0.067822100001649233,3.3416897466571265e-16,1.1919561976406957e-14
lu_hilbert_column_pivot,1000,8,5,0.11866879999797675,3.3416897466571265e-16,1.1919561976406957e-14
lu_hilbert_global_pivot,10,1,1,1.590000101714395e-05,4.5652371080081263e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,10,1,2,3.6999990697950125e-06,4.5652371080081263e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,10,1,3,1.8999999156221747e-06,4.5652371080081263e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,10,1,4,1.7999991541728377e-06,4.5652371080081263e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,10,1,5,1.6000012692529708e-06,4.5652371080081263e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,10,2,1,8.1700000009732321e-05,4.5652371080081251e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,10,2,2,1.6800000594230369e-05,4.5652371080081251e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,10,2,3,1.340000017080456e-05,4.5652371080081251e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,10,2,4,1.1399999493733048e-05,4.5652371080081251e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,10,2,5,8.9000022853724658e-06,4.5652371080081251e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,10,4,1,0.00021940000078757294,4.5652371080081251e-17,7.8180870637524953e-17
lu_hilbert_global_pivot,10,4,2,2.7099998987978324e-05,4.5652371080081251e-17,7.8180870637524953e-17
lu_hilbert_global_pivot,10,4,3,2.0999999833293259e-05,4.5652371080081251e-17,7.8180870637524953e-17
lu_hilbert_global_pivot,10,4,4,1.9600000086938962e-05,4.5652371080081251e-17,7.8180870637524953e-17
lu_hilbert_global_pivot,10,4,5,1.5000001440057531e-05,4.5652371080081251e-17,7.8180870637524953e-17
lu_hilbert_global_pivot,10,8,1,0.00041989999954239465,4.5652371080081245e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,10,8,2,4.6100001782178879e-05,4.5652371080081245e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,10,8,3,4.4699998397845775e-05,4.5652371080081245e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,10,8,4,4.0599999920232221e-05,4.5652371080081245e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,10,8,5,3.8099999073892832e-05,4.5652371080081245e-17,7.8180870637524941e-17
lu_hilbert_global_pivot,50,1,1,7.4299998232163489e-05,9.5211137125173064e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,50,1,2,6.1799997638445348e-05,9.5211137125173064e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,50,1,3,5.9800000599352643e-05,9.5211137125173064e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,50,1,4,5.7000001106644049e-05,9.5211137125173064e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,50,1,5,5.2399998821783811e-05,9.5211137125173064e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,50,2,1,0.0001979000007850118,9.5211137125173224e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,50,2,2,0.00010540000221226364,9.5211137125173224e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,50,2,3,7.1700000262353569e-05,9.5211137125173224e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,50,2,4,7.0300000515999272e-05,9.5211137125173224e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,50,2,5,7.0099998993100598e-05,9.5211137125173224e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,50,4,1,0.00042879999818978831,9.5211137125173126e-17,2.2835221998171898e-15
lu_hilbert_global_pivot,50,4,2,0.00026230000003124587,9.5211137125173126e-17,2.2835221998171898e-15
lu_hilbert_global_pivot,50,4,3,0.00016669999968144111,9.5211137125173126e-17,2.2835221998171898e-15
lu_hilbert_global_pivot,50,4,4,0.00014540000120177865,9.5211137125173126e-17,2.2835221998171898e-15
lu_hilbert_global_pivot,50,4,5,0.00012540000170702115,9.5211137125173126e-17,2.2835221998171898e-15
lu_hilbert_global_pivot,50,8,1,0.0017044999985955656,9.5211137125173138e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,50,8,2,0.00027520000003278255,9.5211137125173138e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,50,8,3,0.00029670000003534369,9.5211137125173138e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,50,8,4,0.00023230000078910962,9.5211137125173138e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,50,8,5,0.00024870000197552145,9.5211137125173138e-17,2.2835221998171894e-15
lu_hilbert_global_pivot,100,1,1,0.0003687999997055158,1.2735790971986752e-16,2.4401327763117526e-15
lu_hilbert_global_pivot,100,1,2,0.00033339999936288223,1.2735790971986752e-16,2.4401327763117526e-15
lu_hilbert_global_pivot,100,1,3,0.00032970000029308721,1.2735790971986752e-16,2.4401327763117526e-15
lu_hilbert_global_pivot,100,1,4,0.00032799999826238491,1.2735790971986752e-16,2.4401327763117526e-15
lu_hilbert_global_pivot,100,1,5,0.00032830000054673292,1.2735790971986752e-16,2.4401327763117526e-15
lu_hilbert_global_pivot,100,2,1,0.00050720000217552297,1.2735790971986905e-16,2.4401327763117526e-15
lu_hilbert_global_pivot,100,2,2,0.00035569999818108045,1.2735790971986905e-16,2.4401327763117526e-15
lu_hilbert_global_pivot,100,2,3,0.00031089999902178533,1.2735790971986905e-16,2.4401327763117526e-15
lu_hilbert_global_pivot,100,2,4,0.00040900000021792948,1.2735790971986905e-16,2.4401327763117526e-15
lu_hilbert_global_pivot,100,2,5,0.00041469999996479601,1.2735790971986905e-16,2.4401327763117526e-15
lu_hilbert_global_pivot,100,4,1,0.00081549999958951958,1.2735790971986876e-16,2.440132776311753e-15
lu_hilbert_global_pivot,100,4,2,0.00048439999955007806,1.2735790971986876e-16,2.440132776311753e-15
lu_hilbert_global_pivot,100,4,3,0.00044540000089909881,1.2735790971986876e-16,2.440132776311753e-15
lu_hilbert_global_pivot,100,4,4,0.00043329999971319921,1.2735790971986876e-16,2.440132776311753e-15
lu_hilbert_global_pivot,100,4,5,0.00041820000114967115,1.2735790971986876e-16,2.440132776311753e-15
lu_hilbert_global_pivot,100,8,1,0.0034298999999009538,1.2735790971986868e-16,2.440132776311753e-15
lu_hilbert_global_pivot,100,8,2,0.00065159999940078706,1.2735790971986868e-16,2.440132776311753e-15
lu_hilbert_global_pivot,100,8,3,0.00058290000015404075,1.2735790971986868e-16,2.440132776311753e-15
lu_hilbert_global_pivot,100,8,4,0.00055609999981243163,1.2735790971986868e-16,2.440132776311753e-15
lu_hilbert_global_pivot,100,8,5,0.00056120000226655975,1.2735790971986868e-16,2.440132776311753e-15
lu_hilbert_global_pivot,500,1,1,0.037633899999491405,2.3333238596319276e-16,1.3350243510805503e-14
lu_hilbert_global_pivot,500,1,2,0.035114399997837609,2.3333238596319276e-16,1.3350243510805503e-14
lu_hilbert_global_pivot,500,1,3,0.033393400000932161,2.3333238596319276e-16,1.3350243510805503e-14
lu_hilbert_global_pivot,500,1,4,0.03384350000123959,2.3333238596319276e-16,1.3350243510805503e-14
lu_hilbert_global_pivot,500,1,5,0.033559700001205783,2.3333238596319276e-16,1.3350243510805503e-14
lu_hilbert_global_pivot,500,2,1,0.020106100000703009,2.3333238596321213e-16,1.3350243510805503e-14
lu_hilbert_global_pivot,500,2,2,0.019996600000013132,2.3333238596321213e-16,1.3350243510805503e-14
lu_hilbert_global_pivot,500,2,3,0.018843800000468036,2.3333238596321213e-16,1.3350243510805503e-14
lu_hilbert_global_pivot,500,2,4,0.018529500001022825,2.3333238596321213e-16,1.3350243510805503e-14
lu_hilbert_global_pivot,500,2,5,0.018085899999277899,2.3333238596321213e-16,1.3350243510805503e-14
lu_hilbert_global_pivot,500,4,1,0.019451300002401695,2.3333238596321228e-16,1.3350243510805495e-14
lu_hilbert_global_pivot,500,4,2,0.018924699998024153,2.3333238596321228e-16,1.3350243510805495e-14
lu_hilbert_global_pivot,500,4,3,0.018431200001941761,2.3333238596321228e-16,1.3350243510805495e-14
lu_hilbert_global_pivot,500,4,4,0.01799120000214316,2.3333238596321228e-16,1.3350243510805495e-14
lu_hilbert_global_pivot,500,4,5,0.015868000002228655,2.3333238596321228e-16,1.3350243510805495e-14
lu_hilbert_global_pivot,500,8,1,0.016618599998764694,2.3333238596322313e-16,1.3350243510805498e-14
lu_hilbert_global_pivot,500,8,2,0.01473709999845596,2.3333238596322313e-16,1.3350243510805498e-14
lu_hilbert_global_pivot,500,8,3,0.016024100001232,2.3333238596322313e-16,1.3350243510805498e-14
lu_hilbert_global_pivot,500,8,4,0.013939100001152838,2.3333238596322313e-16,1.3350243510805498e-14
lu_hilbert_global_pivot,500,8,5,0.015207099997496698,2.3333238596322313e-16,1.3350243510805498e-14
lu_hilbert_global_pivot,1000,1,1,0.27089890000206651,3.0659729272528574e-16,9.2546603706820741e-14
lu_hilbert_global_pivot,1000,1,2,0.27616169999964768,3.0659729272528574e-16,9.2546603706820741e-14
lu_hilbert_global_pivot,1000,1,3,0.26677810000182944,3.0659729272528574e-16,9.2546603706820741e-14
lu_hilbert_global_pivot,1000,1,4,0.26836100000218721,3.0659729272528574e-16,9.2546603706820741e-14
lu_hilbert_global_pivot,1000,1,5,0.29669289999947068,3.0659729272528574e-16,9.2546603706820741e-14
lu_hilbert_global_pivot,1000,2,1,0.1674481999980344,3.0659729272532356e-16,9.2546603706821018e-14
lu_hilbert_global_pivot,1000,2,2,0.1543199999978242,3.0659729272532356e-16,9.2546603706821018e-14
lu_hilbert_global_pivot,1000,2,3,0.15618429999813088,3.0659729272532356e-16,9.2546603706821018e-14
lu_hilbert_global_pivot,1000,2,4,0.17498960000011721,3.0659729272532356e-16,9.2546603706821018e-14
lu_hilbert_global_pivot,1000,2,5,0.1572827000018151,3.0659729272532356e-16,9.2546603706821018e-14
lu_hilbert_global_pivot,1000,4,1,0.13218880000204081,3.065972927253635e-16,9.2546603706820892e-14
lu_hilbert_global_pivot,1000,4,2,0.16348129999823868,3.065972927253635e-16,9.2546603706820892e-14
lu_hilbert_global_pivot,1000,4,3,0.14732129999902099,3.065972927253635e-16,9.2546603706820892e-14
lu_hilbert_global_pivot,1000,4,4,0.11361639999813633,3.065972927253635e-16,9.2546603706820892e-14
lu_hilbert_global_pivot,1000,4,5,0.14726149999842164,3.065972927253635e-16,9.2546603706820892e-14
lu_hilbert_global_pivot,1000,8,1,0.16216749999875901,3.0659729272539766e-16,9.2546603706820917e-14
lu_hilbert_global_pivot,1000,8,2,0.12328809999962687,3.0659729272539766e-16,9.2546603706820917e-14
lu_hilbert_global_pivot,1000,8,3,0.12860589999763761,3.0659729272539766e-16,9.2546603706820917e-14
lu_hilbert_global_pivot,1000,8,4,0.14486609999948996,3.0659729272539766e-16,9.2546603706820917e-14
lu_hilbert_global_pivot,1000,8,5,0.15202239999780431,3.0659729272539766e-16,9.2546603706820917e-14
