algorithm,n,procs,repeat,time_seconds,reconstruction_error,residual
lu_hilbert_column_pivot,50,8,2,0.00047560000166413374,9.343170584664489e-17,5.1772772648219623e-16
lu_hilbert_column_pivot,50,8,3,0.00038130000029923394,9.343170584664489e-17,5.1772772648219623e-16
lu_hilbert_column_pivot,50,8,4,0.00035430000207270496,9.343170584664489e-17,5.1772772648219623e-16
lu_hilbert_column_pivot,50,8,5,0.00034330000198679045,9.343170584664489e-17,5.1772772648219623e-16
lu_hilbert_column_pivot,100,1,1,0.0001722999986668583,1.2426690513023481e-16,2.3847816508855547e-14
lu_hilbert_column_pivot,100,1,2,0.00012500000229920261,1.2426690513023481e-16,2.3847816508855547e-14
lu_hilbert_column_pivot,100,1,3,0.00012400000196066685,1.2426690513023481e-16,2.3847816508855547e-14
lu_hilbert_column_pivot,100,1,4,0.00012260000221431255,1.2426690513023481e-16,2.3847816508855547e-14
lu_hilbert_column_pivot,100,1,5,0.00012079999942216091,1.2426690513023481e-16,2.3847816508855547e-14
lu_hilbert_column_pivot,100,2,1,0.00034320000122534111,1.2426690513023631e-16,2.3847816508855547e-14
lu_hilbert_column_pivot,100,2,2,0.0002009999989240896,1.2426690513023631e-16,2.3847816508855547e-14
lu_hilbert_column_pivot,100,2,3,0.00018920000002253801,1.2426690513023631e-16,2.3847816508855547e-14
lu_hilbert_column_pivot,100,2,4,0.00018289999934495427,1.2426690513023631e-16,2.3847816508855547e-14
lu_hilbert_column_pivot,100,2,5,0.00018619999900693074,1.2426690513023631e-16,2.3847816508855547e-14
lu_hilbert_column_pivot,100,4,1,0.00081489999865880236,1.2426690513023602e-16,2.3847816508855553e-14
lu_hilbert_column_pivot,100,4,2,0.00046290000318549573,1.2426690513023602e-16,2.3847816508855553e-14
